Mach,alt_ft,PC,T3_K,P3_Pa,FAR,mdot_air3_kg_s,EINOX,EICO,EIUHC
0.3,0.0,0.3,593.1074978352484,1021629.865197084,0.015498461226486468,19.65353632780843,8.650350387517529,7.426678363524799,0.08694175695256598
0.3,0.0,0.55,657.172062556382,1466809.6457344084,0.01906178277013385,26.24700049793025,21.700118904229093,3.625047984930451,0.05372140102818022
0.3,0.0,0.8,707.4975005428834,1901556.4524586475,0.021974544490019628,32.345733957011404,23.50548244340248,2.2334099173035136,0.015446371957539862
0.3,0.0,0.9,725.3445973489149,2074751.2835170035,0.02302793128150516,34.70293250093243,22.339442720402193,1.9450277910776674,0.01533809676667914
0.3,0.0,1.0,741.9895110354095,2248008.034061837,0.02405554686971267,37.019098615442886,21.362197095123445,1.768427044091145,0.015360935227301444
0.3,5000.0,0.3,582.8402114076259,900325.6462607281,0.01556104014763314,17.367379080129492,8.142145726385003,8.433581721175644,0.09742770240271867
0.3,5000.0,0.55,648.5505149918383,1309562.5362316703,0.019124522350577457,23.47624561125318,20.60254646073385,4.040032693912231,0.05899304826135687
0.3,5000.0,0.8,700.1239974750616,1710329.566532903,0.02206853113036703,29.120320932609022,22.630472891612264,2.497551832018604,0.017397535404865324
0.3,5000.0,0.9,718.1642320609404,1870502.1375076007,0.02315797228249783,31.300902950776255,21.506002316881244,2.1824988728608083,0.017049846148481682
0.3,5000.0,1.0,734.9669522248989,2029080.6148093287,0.024240822434089457,33.40769101033568,20.540592631695958,1.9954706561606554,0.016884197388478697
0.3,10000.0,0.3,572.7009706918712,790401.1110614552,0.015618399139202764,15.289361140962248,7.608022276541923,9.621908858035393,0.10870174571927024
0.3,10000.0,0.55,639.4767160904283,1163425.858600408,0.019180126593416363,20.899733861720755,19.47069261930906,4.519286442561271,0.06513263546950554
0.3,10000.0,0.8,692.2847247656665,1531377.2985965451,0.022175982937006383,26.097211760463946,21.739215792819728,2.799909392260077,0.06184486902008127
0.3,10000.0,0.9,710.5246429797642,1677475.0257321044,0.023311889942797513,28.0794866339266,20.65339254999456,2.458685394756689,0.019110274791675937
0.3,10000.0,1.0,727.9171101090299,1824687.9888449383,0.024426539531577977,30.036876996594447,19.801684531726167,2.2556677144993698,0.018671945207510508
0.3,15000.0,0.3,561.4006354186379,686573.7473195739,0.015656504091496316,13.327809432654147,6.9635331217531125,11.15606575135307,0.12182173551631938
0.3,15000.0,0.55,629.4608972563909,1023047.1426913916,0.019199902986456015,18.43036778128535,18.21823446458447,5.111734760263032,0.07263922589657307
0.3,15000.0,0.8,682.8820800636753,1356065.9261668555,0.02221697225857733,23.1586613770413,20.896975399493392,3.1780624953414525,0.0680859982477053
0.3,15000.0,0.9,701.5692548318575,1488967.3025263376,0.02338828774274023,24.96203831209113,19.93704883995517,2.7962226445745224,0.02162218988399983
0.3,15000.0,1.0,720.1474806970538,1624455.6701280116,0.024630887892698152,26.73529220275769,19.06879245058329,2.575261152849612,0.0208231523173591
0.4,0.0,0.3,602.6852862840249,1081250.650179328,0.015652161444533953,20.6796249384927,9.58287795765963,6.763958509293778,0.0808529100168922
0.4,0.0,0.55,664.8421508255688,1528552.351271737,0.01911037263119056,27.27004509746624,22.52410666853857,3.416072377794086,0.05298291126239069
0.4,0.0,0.8,712.9131794543192,1959978.418648464,0.021910579473073344,33.3144914667279,24.155429430610976,2.1421455212484015,0.015266357567258786
0.4,0.0,0.9,730.1265037626114,2130756.2997070285,0.022942059148037708,35.62851085687652,22.968796200240238,1.873349816958448,0.01520738020637135
0.4,0.0,1.0,746.10384591311,2300525.9343916145,0.023946921614310057,37.88806930379905,21.933334509329786,1.7083574310241814,0.015263728387308967
0.4,5000.0,0.3,592.2891447987267,952767.8949608961,0.01568542728201922,18.28082560270548,8.93905395531077,7.708152822490676,0.09066877042241864
0.4,5000.0,0.55,655.978769207058,1363797.911776976,0.019180997151139936,24.37450170619224,21.376333464664683,3.8157791334878364,0.05814898476440504
