Altitude_ft,Mach,ThrustFraction,Efficiency,TSFC,ThrustLapse,T3_K,P3_Pa,FAR,mdot_air3,mdot_inlet,BPR
1.500000000000000000e+04,5.999999999999999778e-01,2.999999999999999889e-01,2.382095009318398460e-01,1.887739677666659888e-05,4.668529389089510762e-01,5.911886647808304360e+02,8.195198217381979339e+05,1.588624255278289765e-02,1.568149074426791145e+01,1.986946313728072084e+02,8.319301973274134454e+00
1.500000000000000000e+04,5.999999999999999778e-01,5.500000000000000444e-01,2.719061012786762599e-01,1.653797117429642991e-05,4.668529389089510762e-01,6.526311842392196922e+02,1.164190418740489054e+06,1.922014981180495199e-02,2.081772790819649543e+01,2.274008711542065271e+02,7.034213969070852279e+00
1.500000000000000000e+04,5.999999999999999778e-01,8.000000000000000444e-01,2.813839588050134899e-01,1.598092259473162573e-05,4.668529389089510762e-01,7.002127043820734116e+02,1.497446829757007770e+06,2.205528110079680443e-02,2.549907417369919926e+01,2.498887709397875483e+02,6.207869687637895595e+00
1.500000000000000000e+04,5.999999999999999778e-01,9.000000000000000222e-01,2.821568007993509597e-01,1.593715002552728642e-05,4.668529389089510762e-01,7.167627371990935217e+02,1.625914517390203662e+06,2.318959838219624564e-02,2.720853255064868392e+01,2.576953061771837383e+02,5.966040359023001116e+00
1.500000000000000000e+04,5.999999999999999778e-01,1.000000000000000000e+00,2.818003908602446095e-01,1.595730669973482261e-05,4.668529389089510762e-01,7.325369494307861942e+02,1.754241142911380157e+06,2.430504430680207467e-02,2.888074230319776348e+01,2.650695743342043897e+02,5.750502879235696696e+00
2.000000000000000000e+04,5.999999999999999778e-01,2.999999999999999889e-01,2.441085260417426850e-01,1.806470675554214351e-05,4.216972102630828778e-01,5.783595689990823985e+02,7.048106495727790752e+05,1.589608832940433980e-02,1.354651900290054378e+01,1.684437029294541048e+02,8.145588718988831189e+00
2.000000000000000000e+04,5.999999999999999778e-01,5.500000000000000444e-01,2.754854686330156510e-01,1.600719254395988948e-05,4.216972102630828778e-01,6.410377273605402024e+02,1.015259265584331821e+06,1.919336666000109534e-02,1.822604782912666010e+01,1.936967729421456852e+02,6.816538606783439036e+00
2.000000000000000000e+04,5.999999999999999778e-01,8.000000000000000444e-01,2.825652803338703500e-01,1.560612448302664548e-05,4.216972102630828778e-01,6.893250604365861136e+02,1.312926941913109738e+06,2.214568176112767170e-02,2.240071115914113875e+01,2.132330069957193359e+02,6.001276391630830709e+00
2.000000000000000000e+04,5.999999999999999778e-01,9.000000000000000222e-01,2.824285061707215716e-01,1.561368219965058866e-05,4.216972102630828778e-01,7.063360550690007358e+02,1.429242346637071576e+06,2.331287264709037271e-02,2.395068069243678721e+01,2.200773339742238193e+02,5.758371381047572513e+00
2.000000000000000000e+04,5.999999999999999778e-01,1.000000000000000000e+00,2.803983751247396405e-01,1.572672786534500360e-05,4.216972102630828778e-01,7.232517350412937276e+02,1.546500128645499004e+06,2.454944751081288012e-02,2.545437607286659443e+01,2.264282473313637070e+02,5.542635808570205214e+00
2.500000000000000000e+04,5.999999999999999778e-01,2.999999999999999889e-01,2.490947417217684035e-01,1.734669382893239050e-05,3.764609302150508374e-01,5.652269394095535517e+02,6.017701255089342594e+05,1.588092002620270990e-02,1.162377780011323658e+01,1.417451607288537616e+02,7.969031285754740068e+00
2.500000000000000000e+04,5.999999999999999778e-01,5.500000000000000444e-01,2.781547020101966528e-01,1.553441371947797834e-05,3.764609302150508374e-01,6.285591951077460635e+02,8.776859199090589536e+05,1.914908835282494448e-02,1.582684845834163845e+01,1.636955676069653407e+02,6.607239225055423049e+00
2.500000000000000000e+04,5.999999999999999778e-01,8.000000000000000444e-01,2.828819503488991249e-01,1.527481768884560195e-05,3.764609302150508374e-01,6.775900354787363540e+02,1.141469217491542920e+06,2.219840780693419988e-02,1.952671497675315848e+01,1.805586354959267226e+02,5.801014089647976490e+00
2.500000000000000000e+04,5.999999999999999778e-01,9.000000000000000222e-01,2.810620463237540334e-01,1.537372361570014947e-05,3.764609302150508374e-01,6.957012799883360685e+02,1.246282055941975676e+06,2.347752995258421682e-02,2.090519220444273785e+01,1.864070112690710346e+02,5.558321097642206610e+00
2.500000000000000000e+04,5.999999999999999778e-01,1.000000000000000000e+00,2.777474012457618047e-01,1.555719405353191067e-05,3.764609302150508374e-01,7.139537936821756148e+02,1.352598336195477750e+06,2.479370338185552664e-02,2.225742188759591400e+01,1.919889710164797805e+02,5.344333739440161324e+00
3.000000000000000000e+04,5.999999999999999778e-01,2.999999999999999889e-01,2.532791556184266768e-01,1.670223815427118952e-05,3.323650587828357317e-01,5.514722875168419023e+02,5.091955140992603847e+05,1.587232864465220120e-02,9.886344029709094983e+00,1.183358448934734639e+02,7.803699178348310284e+00
3.000000000000000000e+04,5.999999999999999778e-01,5.500000000000000444e-01,2.798899475486764654e-01,1.511425763483687842e-05,3.323650587828357317e-01,6.153240199909284911e+02,7.518068621623053914e+05,1.911469532820747608e-02,1.361954408968582619e+01,1.371968464638719922e+02,6.409111945885744177e+00
3.000000000000000000e+04,5.999999999999999778e-01,8.000000000000000444e-01,2.817671583762508258e-01,1.501356226548876632e-05,3.323650587828357317e-01,6.656177814903675198e+02,9.842677554532778449e+05,2.228930627619646679e-02,1.687553788569853808e+01,1.516003043155122896e+02,5.607345950413100688e+00
3.000000000000000000e+04,5.999999999999999778e-01,9.000000000000000222e-01,2.784145021093811789e-01,1.519435498007823229e-05,3.323650587828357317e-01,6.851159332277989051e+02,1.078577820680985926e+06,2.365035598882204645e-02,1.810787698277926339e+01,1.566609419822084135e+02,5.363232558044992437e+00
3.000000000000000000e+04,5.999999999999999778e-01,1.000000000000000000e+00,2.720156656527839001e-01,1.555178363165122469e-05,3.323650587828357317e-01,7.084439648217502281e+02,1.187000202908867504e+06,2.493830994225792325e-02,1.952961252964785999e+01,1.612224431388572157e+02,5.071786172462931397e+00
0.000000000000000000e+00,6.999999999999999556e-01,2.999999999999999889e-01,2.223185583593081660e-01,2.491771627402138319e-05,5.607516111141526149e-01,6.399913900091515870e+02,1.324267146812202409e+06,1.584725521268580059e-02,2.492361581820430771e+01,3.454920875896565917e+02,9.195573387205865146e+00
0.000000000000000000e+00,6.999999999999999556e-01,5.500000000000000444e-01,2.688205985723259861e-01,2.060731502372673056e-05,5.607516111141526149e-01,6.943296933600752254e+02,1.777202505799253006e+06,1.904095795253862508e-02,3.145074337154242627e+01,3.815344800187018564e+02,7.922518863698021718e+00
0.000000000000000000e+00,6.999999999999999556e-01,8.000000000000000444e-01,2.900538544926858919e-01,1.909876622510594919e-05,5.607516111141526149e-01,7.361444640858007915e+02,2.203837493471568450e+06,2.161560872967653590e-02,3.734766362142060103e+01,4.112971845018683439e+02,7.099848494623502759e+00
0.000000000000000000e+00,6.999999999999999556e-01,9.000000000000000222e-01,2.946515391448077392e-01,1.880075283409333992e-05,5.607516111141526149e-01,7.510017740541451303e+02,2.373874005975854583e+06,2.255021991439006696e-02,3.964629209923594289e+01,4.218500100436983189e+02,6.826004351038704066e+00
0.000000000000000000e+00,6.999999999999999556e-01,1.000000000000000000e+00,2.979720499967463687e-01,1.859124290250442757e-05,5.607516111141526149e-01,7.647428228635429832e+02,2.541815909906603862e+06,2.345359519255635697e-02,4.188269387945524613e+01,4.319339648164151981e+02,6.585205405347803520e+00
1.000000000000000000e+04,6.999999999999999556e-01,2.999999999999999889e-01,2.412771040245680065e-01,2.215641239080140795e-05,4.848684958718496030e-01,6.153097904871214041e+02,1.009045715844461927e+06,1.585529442171720871e-02,1.915293918943353546e+01,2.547105739808779390e+02,8.781290159508243320e+00
1.000000000000000000e+04,6.999999999999999556e-01,5.500000000000000444e-01,2.831867803464038214e-01,1.887741726745651428e-05,4.848684958718496030e-01,6.731628306772747692e+02,1.392877124627627665e+06,1.914624314238644667e-02,2.477483332315800268e+01,2.843532796769081870e+02,7.441742446650018827e+00
1.000000000000000000e+04,6.999999999999999556e-01,8.000000000000000444e-01,2.995211630957149707e-01,1.784793756132118221e-05,4.848684958718496030e-01,7.171617856568277602e+02,1.759440001573448768e+06,2.181382581416594149e-02,2.990440942985334871e+01,3.083481355874405381e+02,6.583866759555650816e+00
1.000000000000000000e+04,6.999999999999999556e-01,9.000000000000000222e-01,3.022590124292224845e-01,1.768627169877493182e-05,4.848684958718496030e-01,7.328777795588385970e+02,1.901830942620444810e+06,2.286536343503776589e-02,3.180458540029616188e+01,3.169538385682719763e+02,6.329778905711858528e+00
1.000000000000000000e+04,6.999999999999999556e-01,1.000000000000000000e+00,3.037221262527671772e-01,1.760107201665527321e-05,4.848684958718496030e-01,7.477410185109823715e+02,2.042518847527431557e+06,2.390386122670838664e-02,3.364031913404813423e+01,3.251208313932401666e+02,6.108357920309106959e+00
2.000000000000000000e+04,6.999999999999999556e-01,2.999999999999999889e-01,2.569345282745531533e-01,2.002341659020942280e-05,4.052866928853768869e-01,5.900130563762776319e+02,7.537663622010103427e+05,1.590172754780587797e-02,1.442588790193991244e+01,1.834833027236100520e+02,8.354888021960089617e+00
2.000000000000000000e+04,6.999999999999999556e-01,5.500000000000000444e-01,2.943810723002248664e-01,1.747635150538308233e-05,4.052866928853768869e-01,6.504575170118333745e+02,1.068551585089765256e+06,1.918992251324144055e-02,1.912791617955364387e+01,2.069948327303154088e+02,6.959328726819677513e+00
2.000000000000000000e+04,6.999999999999999556e-01,8.000000000000000444e-01,3.049598907520116864e-01,1.687011063443064244e-05,4.052866928853768869e-01,6.967965870229145366e+02,1.369826580260775052e+06,2.208089301052578585e-02,2.334095965046235577e+01,2.259102390477983988e+02,6.118718257089881263e+00
2.000000000000000000e+04,6.999999999999999556e-01,9.000000000000000222e-01,3.057304410789984939e-01,1.682759190708446614e-05,4.052866928853768869e-01,7.129857567649206658e+02,1.485291704050729284e+06,2.326497420429391935e-02,2.485932481454211640e+01,2.326536558687022307e+02,5.883433958216460979e+00
2.000000000000000000e+04,6.999999999999999556e-01,1.000000000000000000e+00,3.052983283883108911e-01,1.685140931890963996e-05,4.052866928853768869e-01,7.287530748489261896e+02,1.601818837247384945e+06,2.440476928111169272e-02,2.636871367942294597e+01,2.391813611417006484e+02,5.671492254244651754e+00
2.500000000000000000e+04,6.999999999999999556e-01,2.999999999999999889e-01,2.632843685688490143e-01,1.914709919780268016e-05,3.632229530380302052e-01,5.765276042759626307e+02,6.434904830799238989e+05,1.588095635867214916e-02,1.237901114236443867e+01,1.540289269142124056e+02,8.151682265067465849e+00
2.500000000000000000e+04,6.999999999999999556e-01,5.500000000000000444e-01,2.981256203069867494e-01,1.690942199810812271e-05,3.632229530380302052e-01,6.378282554214982838e+02,9.239324276883030543e+05,1.916322382586346795e-02,1.660967918429350121e+01,1.745850789487358838e+02,6.730907502004819243e+00
2.500000000000000000e+04,6.999999999999999556e-01,8.000000000000000444e-01,3.060946880038093454e-01,1.646919113524718744e-05,3.632229530380302052e-01,6.847175910204080083e+02,1.189870203737904551e+06,2.219650140073533770e-02,2.031496574451156434e+01,1.911255756467998879e+02,5.919700692568456546e+00
2.500000000000000000e+04,6.999999999999999556e-01,9.000000000000000222e-01,3.058898137375093418e-01,1.648022162171276358e-05,3.632229530380302052e-01,7.017070686242265083e+02,1.294818101347174728e+06,2.338516605401282089e-02,2.170718278019231917e+01,1.971177625951172558e+02,5.678930056939973881e+00
2.500000000000000000e+04,6.999999999999999556e-01,1.000000000000000000e+00,3.033316409737595309e-01,1.661920894910758019e-05,3.632229530380302052e-01,7.190615637763311270e+02,1.401513671831984306e+06,2.465965238733998366e-02,2.306544094815182433e+01,2.027665410734157376e+02,5.465753280027046301e+00
3.000000000000000000e+04,6.999999999999999556e-01,2.999999999999999889e-01,2.688676853057169747e-01,1.835617979582966134e-05,3.231076329394793611e-01,5.627952794057772508e+02,5.455443982230190886e+05,1.590098864736438911e-02,1.054366811186794628e+01,1.283748190438179790e+02,7.955146913689635113e+00
3.000000000000000000e+04,6.999999999999999556e-01,5.500000000000000444e-01,3.010983425859972140e-01,1.639126781759247045e-05,3.231076329394793611e-01,6.246048622580366327e+02,7.933507992360499920e+05,1.916588481700957913e-02,1.432051573698164759e+01,1.462443327152880670e+02,6.511124903124999364e+00
3.000000000000000000e+04,6.999999999999999556e-01,8.000000000000000444e-01,3.062428032964502611e-01,1.611591691179342357e-05,3.231076329394793611e-01,6.728079781497763179e+02,1.029079404654922429e+06,2.229178105977008134e-02,1.760810156345527488e+01,1.606469115679803679e+02,5.710338734868658506e+00
3.000000000000000000e+04,6.999999999999999556e-01,9.000000000000000222e-01,3.038037629094462733e-01,1.624530099790555301e-05,3.231076329394793611e-01,6.913938241215774951e+02,1.124254093560101697e+06,2.361244358869980450e-02,1.885131432010692620e+01,1.658159500762918128e+02,5.469478389315356459e+00
3.000000000000000000e+04,6.999999999999999556e-01,1.000000000000000000e+00,2.996002390990697983e-01,1.647322975309204954e-05,3.231076329394793611e-01,7.112448502913659922e+02,1.225828441414100118e+06,2.486488568344318376e-02,2.016993903716052117e+01,1.707075854773395065e+02,5.224906486852166410e+00
3.250000000000000000e+04,6.999999999999999556e-01,2.999999999999999889e-01,2.859282635272046846e-01,1.707300078208371177e-05,3.817116578400926441e-01,5.772865506300955758e+02,5.732531092471750453e+05,1.699759561373778705e-02,1.083787468814021082e+01,1.224910789633392341e+02,7.312754075599112724e+00
3.250000000000000000e+04,6.999999999999999556e-01,5.500000000000000444e-01,3.060396399917399979e-01,1.595104956649262405e-05,3.817116578400830962e-01,6.464211385106322041e+02,8.584278013702858007e+05,2.098703284113863018e-02,1.503493015913371345e+01,1.412733087989040826e+02,5.911038296746481180e+00
3.250000000000000000e+04,6.999999999999999556e-01,8.000000000000000444e-01,2.956082255328491004e-01,1.651392973933783482e-05,3.817116578400873705e-01,7.106888550245579381e+02,1.154016972860538634e+06,2.507705485486853500e-02,1.894804435283997535e+01,1.562371929567871689e+02,5.064634505154782751e+00
3.250000000000000000e+04,6.999999999999999556e-01,9.000000000000000222e-01,2.819474851755834344e-01,1.731405216747984647e-05,3.817116578400889804e-01,7.470534656895198395e+02,1.291054620953668375e+06,2.728517180799226727e-02,2.054069061997448387e+01,1.605977162151145308e+02,4.750543874695649649e+00
3.250000000000000000e+04,6.999999999999999556e-01,1.000000000000000000e+00,2.715736678758419731e-01,1.797543003709621732e-05,3.817116578400877591e-01,8.022840188938503161e+02,1.624753658506110311e+06,2.921686972290448228e-02,2.223655657219365622e+01,1.651028912370136368e+02,4.460994516589481762e+00
0.000000000000000000e+00,7.500000000000000000e-01,2.999999999999999889e-01,2.127218019698066120e-01,2.790198970313044336e-05,4.821331527144951945e-01,6.380739920983751290e+02,1.306664528440844500e+06,1.533397149505990979e-02,2.479898192852318317e+01,3.564877711245504770e+02,9.572930610964650811e+00
0.000000000000000000e+00,7.500000000000000000e-01,5.500000000000000444e-01,2.738717858997791188e-01,2.167204448860201321e-05,5.452339365420151296e-01,6.995738642142463277e+02,1.824917028137251036e+06,1.897583802530281374e-02,3.227078775641947317e+01,3.963530651474789011e+02,8.033525018681295649e+00
0.000000000000000000e+00,7.500000000000000000e-01,8.000000000000000444e-01,2.972091591170426539e-01,1.997031836376051854e-05,5.452339365420151296e-01,7.405174850045095809e+02,2.250517242900457233e+06,2.152389079078493445e-02,3.813310367167510151e+01,4.250372553659082655e+02,7.198028842968490437e+00
0.000000000000000000e+00,7.500000000000000000e-01,9.000000000000000222e-01,3.024982181037099704e-01,1.962114542492277261e-05,5.452339365420151296e-01,7.550200268024694878e+02,2.419115303890612442e+06,2.245540592368634389e-02,4.040116735371508128e+01,4.354787522395748738e+02,6.927890693851828985e+00
0.000000000000000000e+00,7.500000000000000000e-01,1.000000000000000000e+00,3.062969017799405669e-01,1.937780465196206619e-05,5.452339365420151296e-01,7.685778085284748613e+02,2.587000846498813014e+06,2.335184733591758738e-02,4.263156627129751541e+01,4.454577640527897415e+02,6.685282596586403336e+00
1.000000000000000000e+04,7.500000000000000000e-01,2.999999999999999889e-01,2.451755163257514913e-01,2.336155119171805328e-05,4.741186166622631259e-01,6.214752508869239591e+02,1.043833218642536551e+06,1.583060065217878343e-02,1.977778381159492582e+01,2.662723669997556613e+02,8.902231405473711945e+00
1.000000000000000000e+04,7.500000000000000000e-01,5.500000000000000444e-01,2.898429861124532936e-01,1.976132130165717823e-05,4.741186166622631259e-01,6.782722152724601301e+02,1.430333336540726013e+06,1.910458737854607569e-02,2.541517441766416141e+01,2.947096632635359583e+02,7.528759721383043946e+00
1.000000000000000000e+04,7.500000000000000000e-01,8.000000000000000444e-01,3.081026090291446029e-01,1.859017161084197832e-05,4.741186166622631259e-01,7.215026158544867485e+02,1.797289199948346242e+06,2.176247840392624838e-02,3.052931925518378264e+01,3.183876671567441008e+02,6.670500701473914162e+00
1.000000000000000000e+04,7.500000000000000000e-01,9.000000000000000222e-01,3.115706775496789871e-01,1.838324588387072543e-05,4.741186166622631259e-01,7.364924022939816268e+02,1.940069238528600428e+06,2.278229184317663233e-02,3.244287867197452613e+01,3.269617617088999282e+02,6.412456879199253557e+00
1.000000000000000000e+04,7.500000000000000000e-01,1.000000000000000000e+00,3.134416625358316666e-01,1.827351325685741784e-05,4.741186166622631259e-01,7.511717803719418498e+02,2.081245235217137262e+06,2.381317405810595006e-02,3.428126612048717448e+01,3.350550568330029932e+02,6.188593420514718169e+00
2.000000000000000000e+04,7.500000000000000000e-01,2.999999999999999889e-01,2.620720929512028730e-01,2.103309097991590249e-05,3.974228220240764720e-01,5.957553439968052089e+02,7.788756418796989601e+05,1.587807969264877495e-02,1.488141608720735576e+01,1.913080352566780959e+02,8.455261605733980446e+00
2.000000000000000000e+04,7.500000000000000000e-01,5.500000000000000444e-01,3.024796380762324599e-01,1.822332970707409331e-05,3.974228220240764720e-01,6.550731249879448796e+02,1.095418869312144583e+06,1.916039347724194167e-02,1.958862177554657791e+01,2.141437145920814658e+02,7.040555399874658171e+00
2.000000000000000000e+04,7.500000000000000000e-01,8.000000000000000444e-01,3.147777302575293645e-01,1.751136006295596809e-05,3.974228220240764720e-01,7.004327904727981604e+02,1.398594156720188214e+06,2.201954479960666414e-02,2.382425946428215724e+01,2.329743160717518151e+02,6.192390071387198880e+00
2.000000000000000000e+04,7.500000000000000000e-01,9.000000000000000222e-01,3.159981942726700632e-01,1.744372681314515278e-05,3.974228220240764720e-01,7.163461507005424664e+02,1.514111270705910167e+06,2.320350474801723822e-02,2.533646847776126521e+01,2.396895197929422352e+02,5.958050272957256865e+00
2.000000000000000000e+04,7.500000000000000000e-01,1.000000000000000000e+00,3.160312824738101267e-01,1.744190047007902652e-05,3.974228220240764720e-01,7.317591844099191576e+02,1.630937717153360369e+06,2.432563966719302959e-02,2.685019330227893164e+01,2.462517857833745438e+02,5.745537633506820008e+00
2.500000000000000000e+04,7.500000000000000000e-01,2.999999999999999889e-01,2.692304844082279991e-01,2.006166866904973977e-05,3.578617316358562728e-01,5.823614804871331216e+02,6.657861900274344953e+05,1.587724317302292507e-02,1.278184509755399212e+01,1.604910437135331165e+02,8.235105241373332774e+00
2.500000000000000000e+04,7.500000000000000000e-01,5.500000000000000444e-01,3.069258114386211878e-01,1.759777956923562614e-05,3.578617316358562728e-01,6.426402667493704257e+02,9.488084573317077011e+05,1.916206494946966210e-02,1.703172331617903623e+01,1.806521935685663038e+02,6.801340679480627038e+00
2.500000000000000000e+04,7.500000000000000000e-01,8.000000000000000444e-01,3.163666913061825015e-01,1.707263413700620651e-05,3.578617316358562728e-01,6.886755506211503643e+02,1.217293559325405862e+06,2.217924509668010857e-02,2.076462529995532691e+01,1.971541195160509403e+02,5.983390938242806101e+00
2.500000000000000000e+04,7.500000000000000000e-01,9.000000000000000222e-01,3.166305121498691477e-01,1.705840898633642730e-05,3.578617316358562728e-01,7.053252754764155270e+02,1.322858360302436864e+06,2.335821756205624586e-02,2.216264914215614112e+01,2.032015096352089643e+02,5.743569791638829969e+00
2.500000000000000000e+04,7.500000000000000000e-01,1.000000000000000000e+00,3.148316734605353662e-01,1.715587480267510072e-05,3.578617316358562728e-01,7.220577073390489886e+02,1.429867578004916664e+06,2.458095050465104736e-02,2.353393416416993489e+01,2.089669193443806421e+02,5.530818339972048747e+00
3.000000000000000000e+04,7.500000000000000000e-01,2.999999999999999889e-01,2.754233312227754027e-01,1.919921216310277738e-05,3.184638786811980760e-01,5.682711258464161119e+02,5.639665651458350476e+05,1.588400391958444402e-02,1.088102821412561028e+01,1.335806337893098430e+02,8.029384787445588145e+00
3.000000000000000000e+04,7.500000000000000000e-01,5.500000000000000444e-01,3.103328049106394704e-01,1.703948434435493395e-05,3.184638786811980760e-01,6.291847694318231561e+02,8.140755325590069406e+05,1.916458218740502498e-02,1.467388263647430513e+01,1.512112469376523336e+02,6.579204951989066075e+00
3.000000000000000000e+04,7.500000000000000000e-01,8.000000000000000444e-01,3.169454118947477861e-01,1.668398018195834054e-05,3.184638786811980760e-01,6.764007973699056038e+02,1.051761282332072267e+06,2.227244992442551849e-02,1.798236963440504965e+01,1.656315863786677482e+02,5.774556022460529903e+00
3.000000000000000000e+04,7.500000000000000000e-01,9.000000000000000222e-01,3.153048911366217455e-01,1.677078637046369708e-05,3.184638786811980760e-01,6.943981274479389185e+02,1.147186214286112692e+06,2.354714044187751487e-02,1.923459387460239611e+01,1.709033337697551360e+02,5.535098098616989759e+00
3.000000000000000000e+04,7.500000000000000000e-01,1.000000000000000000e+00,3.121156306885868315e-01,1.694215364718662620e-05,3.184638786811980760e-01,7.125587496646845693e+02,1.244284666749756550e+06,2.483042687306721494e-02,2.047432953592313609e+01,1.759517199611532305e+02,5.320747260337602924e+00
3.500000000000000000e+04,7.500000000000000000e-01,2.999999999999999889e-01,2.948826314867194487e-01,1.753961473423269101e-05,3.473451238632255245e-01,5.736039663943620326e+02,5.369684138522061985e+05,1.692314701911519503e-02,1.017621941969158250e+01,1.150089908047752516e+02,7.312466871986812222e+00
3.500000000000000000e+04,7.500000000000000000e-01,5.500000000000000444e-01,3.164764121922054585e-01,1.634285383945956852e-05,3.473451238632209170e-01,6.414990637902336630e+02,8.022408411145574646e+05,2.087845018669923225e-02,1.409024725306052694e+01,1.322841081814234769e+02,5.905158588019579824e+00
3.500000000000000000e+04,7.500000000000000000e-01,8.000000000000000444e-01,3.060191024921342096e-01,1.690132317222489493e-05,3.473451238632175864e-01,7.056159463844152242e+02,1.078635546562986681e+06,2.491005924739760416e-02,1.776487754489191673e+01,1.462328800376743345e+02,5.054348453807790520e+00
3.500000000000000000e+04,7.500000000000000000e-01,9.000000000000000222e-01,2.924480710649884352e-01,1.768562784243638683e-05,3.473451238632246918e-01,7.411968133450761798e+02,1.205780741779162083e+06,2.705588209715144993e-02,1.925429313179070689e+01,1.502877796990531181e+02,4.740909314565332267e+00
1.000000000000000000e+04,8.499999999999999778e-01,2.999999999999999889e-01,2.510287859480536676e-01,2.585907057563467245e-05,4.549503636331682088e-01,6.340449932951213441e+02,1.118159913876449224e+06,1.574600303494209583e-02,2.111995220386998184e+01,2.902744949568471498e+02,9.108821890754370543e+00
1.000000000000000000e+04,8.499999999999999778e-01,5.500000000000000444e-01,3.012210698043914503e-01,2.155018935614965873e-05,4.549503636331682088e-01,6.886329134850404898e+02,1.509226264251976972e+06,1.897467122541917489e-02,2.677741294734142841e+01,3.176016648729046210e+02,7.723660421770985884e+00
1.000000000000000000e+04,8.499999999999999778e-01,8.000000000000000444e-01,3.228512988588218002e-01,2.010638060088830995e-05,4.549503636331682088e-01,7.304118142526243673e+02,1.878037020101582399e+06,2.163627957144328290e-02,3.186914391248458500e+01,3.410990417463943913e+02,6.872174267739569409e+00
1.000000000000000000e+04,8.499999999999999778e-01,9.000000000000000222e-01,3.273539153615643849e-01,1.982982572600926888e-05,4.549503636331682088e-01,7.447639534356864033e+02,2.022733725619946606e+06,2.262898157250967102e-02,3.380846811652160966e+01,3.495686233053966134e+02,6.604865696396477581e+00
1.000000000000000000e+04,8.499999999999999778e-01,1.000000000000000000e+00,3.303204485768549969e-01,1.965173854756459531e-05,4.549503636331682088e-01,7.583437764206756810e+02,2.164570636254829355e+06,2.362337198994717696e-02,3.566056210071577226e+01,3.575710236260716215e+02,6.374944067013292859e+00
2.000000000000000000e+04,8.499999999999999778e-01,2.999999999999999889e-01,2.705607386047993446e-01,2.308961885280509313e-05,3.832773469458899407e-01,6.071760762479325422e+02,8.312421415553891566e+05,1.579498519689698927e-02,1.583787920475378641e+01,2.076960148611025261e+02,8.645299884853610450e+00
2.000000000000000000e+04,8.499999999999999778e-01,5.500000000000000444e-01,3.163236459295579728e-01,1.974921701651548270e-05,3.832773469458899407e-01,6.645615061012871365e+02,1.152660009925702121e+06,1.906224192707484111e-02,2.057864737554693235e+01,2.302268848935230494e+02,7.228559417493682915e+00
2.000000000000000000e+04,8.499999999999999778e-01,8.000000000000000444e-01,3.318753008901724755e-01,1.882376999481987059e-05,3.832773469458899407e-01,7.078663570394994622e+02,1.459294174901263788e+06,2.188965309941656376e-02,2.484482524844517215e+01,2.488992473954382945e+02,6.368383725120366101e+00
2.000000000000000000e+04,8.499999999999999778e-01,9.000000000000000222e-01,3.339738708950266144e-01,1.870548828917763389e-05,3.832773469458899407e-01,7.236124691956293873e+02,1.577718340233027702e+06,2.302823676170421760e-02,2.640153050950907598e+01,2.556389337517857996e+02,6.121680585243929329e+00
2.000000000000000000e+04,8.499999999999999778e-01,1.000000000000000000e+00,3.348254599146349708e-01,1.865791308854164343e-05,3.832773469458899407e-01,7.382918981295448475e+02,1.694244748379316181e+06,2.415349899419569693e-02,2.789724024641888178e+01,2.622790526282458927e+02,5.914916836834705371e+00
2.500000000000000000e+04,8.499999999999999778e-01,2.999999999999999889e-01,2.794552916018465671e-01,2.190466475654050289e-05,3.481684078720131970e-01,5.938670755102189105e+02,7.119956827531603631e+05,1.582344829361174640e-02,1.362420513460443061e+01,1.741111023469698011e+02,8.399394740046917107e+00
2.500000000000000000e+04,8.499999999999999778e-01,5.500000000000000444e-01,3.221820560925125476e-01,1.899973745037496166e-05,3.481684078720131970e-01,6.524169549326293236e+02,1.001099800880182418e+06,1.912529736275926304e-02,1.792489141552173137e+01,1.942319770276400845e+02,6.969825174360518183e+00
2.500000000000000000e+04,8.499999999999999778e-01,8.000000000000000444e-01,3.344539653175136462e-01,1.830259202090307705e-05,3.481684078720131970e-01,6.969062596385082315e+02,1.276107994996211957e+06,2.209547711403666431e-02,2.173970481637530838e+01,2.107342905549585339e+02,6.129616406204914547e+00
2.500000000000000000e+04,8.499999999999999778e-01,9.000000000000000222e-01,3.355183617504981508e-01,1.824452898804913479e-05,3.481684078720131970e-01,7.129191176459423787e+02,1.382534474142112769e+06,2.328420144794363447e-02,2.313493363172450401e+01,2.168974724336393933e+02,5.895580466411536769e+00
2.500000000000000000e+04,8.499999999999999778e-01,1.000000000000000000e+00,3.353068191550076516e-01,1.825603932662607501e-05,3.481684078720131970e-01,7.285717209491687072e+02,1.490478892680051038e+06,2.440966429342791150e-02,2.453574202527221004e+01,2.229437384722805007e+02,5.683141867520927981e+00
3.000000000000000000e+04,8.499999999999999778e-01,2.999999999999999889e-01,2.869970486506786544e-01,2.088162855715498272e-05,3.109159939138281259e-01,5.794802008796600603e+02,6.029025914786183275e+05,1.582697651978869774e-02,1.159566887991751472e+01,1.447495848369732130e+02,8.181341029476326909e+00
3.000000000000000000e+04,8.499999999999999778e-01,5.500000000000000444e-01,3.265030886781462582e-01,1.835500482150364922e-05,3.109159939138175788e-01,6.388422525132881447e+02,8.592826409422772704e+05,1.914763188712011524e-02,1.544579495696162219e+01,1.624183529113695101e+02,6.734093788721443374e+00
