op_id,Mach,alt_ft,PC,time_s,dist_nm,T3_K,P3_Pa,FAR,mdot_air3_kg_s,EINOX,EICO,EIUHC
85.0,0.1,30000.0,1.0,0.0,0.0,539.5357386505349,457542.32824573666,0.01421075385560299,3.0995896394937326,11.217661143344756,8.694636746112465,0.004855283047847673
86.0,0.25,30000.0,0.3,0.0,0.0,469.1409813521132,291600.7791295915,0.00992288863790536,2.2294215928538934,1.7647698646184031,19.09043365478758,0.4404282285401588
87.0,0.25,30000.0,0.475,0.0,0.0,487.30245120170895,336169.3242941296,0.010972040871164872,2.4867302469420878,2.2274778410784664,13.862408697459388,0.11617239853478574
88.0,0.25,30000.0,0.6499999999999999,0.0,0.0,501.2406116639032,369920.3791439558,0.01179841710283665,2.671497057294896,3.311632243096897,11.764255061100995,0.044535905248024955
89.0,0.25,30000.0,0.8249999999999998,0.0,0.0,515.3951505188721,406114.2981288192,0.012629267898960095,2.8655356051616567,5.25450813937271,10.34017429616865,0.019166548193938912
90.0,0.25,30000.0,1.0,0.0,0.0,537.2992086283343,458122.94306241325,0.013933471281683504,3.124437117799016,10.74643129033226,8.80174173706467,0.006120321937709
91.0,0.4,30000.0,0.3,0.0,0.0,469.7764461932791,292464.8682975551,0.009592362572043092,2.2536929734648354,1.4056687292743737,20.530529110445798,0.6471864035393418
92.0,0.4,30000.0,0.475,0.0,0.0,487.9621179934475,336858.3808992514,0.010661163822651584,2.5083564756631183,1.8520746452108234,14.18978291429325,0.16364029996689922
93.0,0.4,30000.0,0.6499999999999999,0.0,0.0,501.1656250091129,371019.04910137865,0.011433602838974656,2.699747497461069,2.7755953904757242,11.866085648625727,0.06472332692770696
94.0,0.4,30000.0,0.8249999999999998,0.0,0.0,515.0687518692635,407263.4928712674,0.012258416056383968,2.89553176985636,4.610991935464019,10.337568503335497,0.026785539936403625
95.0,0.4,30000.0,1.0,0.0,0.0,535.5032039574055,459901.93493553775,0.013472040071645704,3.1659339042836647,9.88468945055239,8.854305655445492,0.008922319742822222
96.0,0.55,30000.0,0.3,0.0,0.0,470.6104749057219,293463.5473880379,0.009103158573455776,2.2844616702775657,0.9982264759062441,23.84471774967015,1.1409600083525318
97.0,0.55,30000.0,0.475,0.0,0.0,488.9871846424512,337998.6346772328,0.01019995056500554,2.5414679053864218,1.3792438867675767,14.968531017646818,0.2753230892655081
98.0,0.55,30000.0,0.6499999999999999,0.0,0.0,501.75971819350633,372411.232837402,0.010947846308417896,2.7371539832412246,2.1303889776491296,12.11833459124205,0.10831298753047984
99.0,0.55,30000.0,0.8249999999999998,0.0,0.0,514.9929210190888,409052.91658767103,0.011728569136108667,2.939434387121587,3.6874875313622955,10.358977987042232,0.044331367089809524
100.0,0.55,30000.0,1.0,0.0,0.0,533.7780799402512,462369.12695250614,0.01284737726097778,3.223093943636669,8.455507333369258,8.84065512200368,0.014992659715095788
